product_id,product_name,product_ref,product_price,data_scrapy
1654744,Polo Ralph Lauren, Men's Hampton Relaxed Straight Jeans,$98.50,2022-04-16 18:13:16
1103208,Levi's, Men's 511™ Slim Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
9617175,Levi's, Levi’s® Flex Men's 514™ Straight-Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
6545489,Calvin Klein, Men's Slim-Fit Jeans,$79.50,2022-04-16 18:13:16
2834394,Levi's, Men's 502™ Taper Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
11319506,Levi's, Men's 511™ Slim All Season Tech Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
614000,Levi's, Men's 559™ Relaxed Straight Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
6698065,Tommy Jeans, Tommy Hilfiger Men's Straight-Fit Stretch Jeans,$69.50,2022-04-16 18:13:16
613981,Levi's, Men's 550™ Relaxed Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
6545481,Calvin Klein, Men's Straight-Fit Stretch Jeans,"$79.50
		                                                                                    



Sale $63.60",2022-04-16 18:13:16
612374,Levi's, Men's 505™ Regular Fit Straight Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
1656539,Levi's, Men's 541™ Athletic Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
10514017,Levi's, Men's XX Tapered Chino Pants,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
4760159,Nautica, Men's Stretch Straight-Leg Jeans,$44.98,2022-04-16 18:13:16
1654744,Polo Ralph Lauren, Men's Hampton Relaxed Straight Jeans,$98.50,2022-04-16 18:13:16
603963,Levi's, Men's 501 Original Fit Stretch Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
6680016,Polo Ralph Lauren, Men's Varick Slim Straight Jeans,$98.50,2022-04-16 18:13:16
12030057,Buffalo David Bitton, Men's Straight Six Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
1450667,Levi's, Men's 505 Regular-Fit Non-Stretch Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
6545489,Calvin Klein, Men's Slim-Fit Jeans,$79.50,2022-04-16 18:13:16
1431681,Lucky Brand, Men's 181 Relaxed Straight Fit Jeans ,$89.50,2022-04-16 18:13:16
6720175,Tommy Jeans, Tommy Hilfiger Men's Relaxed-Fit Stretch Jeans,$69.50,2022-04-16 18:13:16
2213894,Lucky Brand, Men's 410 Athletic Slim Fit Jeans,$99.00,2022-04-16 18:13:16
7205440,Levi's, Men's 501 Original Fit Non-Stretch Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
6531109,G-Star Raw, Men's D-Staq 5 Pocket Slim Jeans,$170.00,2022-04-16 18:13:16
8790026,Levi's, Flex Men's 511™ Slim Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
7057123,Lucky Brand, Men's 363 Straight Fit COOLMAX® Temperature-Regulating Jeans,$99.00,2022-04-16 18:13:16
11326283,Levi's, Men's 505™ Workwear Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
4760162,Nautica, Men's Stretch Relaxed-Fit Jeans ,$44.98,2022-04-16 18:13:16
1376664,Levi's, Men's 501 Original Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
6699447,Polo Ralph Lauren, Men's Sullivan Slim Stretch Jeans,$98.50,2022-04-16 18:13:16
12060417,Buffalo David Bitton, Men's Driven Relaxed Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
10676400,INC International Concepts," Men's Grey Skinny Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
1642556,Lucky Brand, Men's 221 Original Straight Fit Jeans,$99.00,2022-04-16 18:13:16
10676403,INC International Concepts," Men's Slim Straight-Leg Jeans, Created for Macy's ","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
242235,Levi's, Men's 514 Straight Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
2863381,Tommy Jeans, Tommy Hilfiger Men's Slim-Fit Stretch Jeans,$69.50,2022-04-16 18:13:16
2386850,Lucky Brand, Men's 181 Relaxed Straight Fit Jeans,$99.00,2022-04-16 18:13:16
2834585,Levi's, Men's 512™ Slim Taper Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
11806146,Lucky Brand, Men's 223 Harrison Straight Fit Jeans,$99.00,2022-04-16 18:13:16
9452627,Lucky Brand, Men's 181 Relaxed Straight Fit Stretch COOLMAX® Temperature-Regulating Jeans   ,$99.00,2022-04-16 18:13:16
6684482,Lucky Brand, Men's 410 Athletic-Fit Slim Leg Jeans,$89.50,2022-04-16 18:13:16
13534905,Silver Jeans Co., Men's Grayson Easy Fit Straight Leg Jeans,$92.00,2022-04-16 18:13:16
11559215,Polo Ralph Lauren, Men's Sullivan Slim Stretch Jeans,$98.50,2022-04-16 18:13:16
13140687,INC International Concepts," Men's Tam Slim Straight Fit Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
6545480,Calvin Klein, Men's Skinny Fit Stretch Jeans,$79.50,2022-04-16 18:13:16
10482653,Levi's, Men's 512™ Slim Taper All Seasons Tech Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
12942669,Buffalo David Bitton, Men's Straight Six Stone Wash Jeans,"$99.00
		                                                                                    



Now $59.40",2022-04-16 18:13:16
10903943,INC International Concepts," Men's Slim Straight Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
6657134,Polo Ralph Lauren, Men's Big & Tall Hampton Relaxed Straight Jeans,$110.00,2022-04-16 18:13:16
13811693,GUESS, Men's Slim Fit Distressed Straight Jeans ,"$128.00
		                                                                                    



Sale $108.80",2022-04-16 18:13:16
11506507,DKNY," Men's Bedford Slim, Straight Jeans ",$69.50,2022-04-16 18:13:16
12931245,A|X Armani Exchange, Men's Straight Fit Denim Jeans,$100.00,2022-04-16 18:13:16
4495823,Silver Jeans Co., Men's Eddie Relaxed Fit Taper Jeans ,$99.00,2022-04-16 18:13:16
2834394,Levi's, Men's 502™ Taper Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
10400631,Levi's, 541™ Men's Athletic Fit All Season Tech Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
4760159,Nautica, Men's Stretch Straight-Leg Jeans,$44.98,2022-04-16 18:13:16
8666349,Polo Ralph Lauren, Men's Slim Straight Stretch Sateen Five-Pocket Pants,$98.50,2022-04-16 18:13:16
204019,Levi's, Men's 569™ Loose Straight Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
5280819,GUESS, Men's Slim-Fit Tapered Stretch Ripped Moto Jeans ,$98.00,2022-04-16 18:13:16
10906786,Levi's, Levi’s® Flex Men's 502™ Taper Jeans,"$69.50
		                                                                                    


Sale $41.70 
- 59.99",2022-04-16 18:13:16
10676401,INC International Concepts," Men's Skinny Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
10903941,INC International Concepts," Men's Black Wash Skinny Jeans, Created for Macy's ","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
11525115,Levi's, Men's 514 Straight Fit Eco Performance Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
12030044,Buffalo David Bitton, Men's Slim Ash Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
6657133,Polo Ralph Lauren, Men's Big & Tall Prospect Straight Stretch Jeans,$110.00,2022-04-16 18:13:16
1642558,Lucky Brand, Men's 361 Vintage Straight Fit Jeans,$99.00,2022-04-16 18:13:16
3022963,Levi's, Men's 501® Original Shrink-to-Fit™ Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
7177036,Tommy Bahama, Men's Antigua Cove Authentic Fit Jeans ,$99.50,2022-04-16 18:13:16
12516860,Sun + Stone," Men's Straight Leg Ruby Jeans, Created for Macy's","$50.00
		                                                                                    



Now $25.00",2022-04-16 18:13:16
13651850,Hugo Boss, BOSS Men's Slim-Fit Stretch Jeans,$98.00,2022-04-16 18:13:16
12030051,Buffalo David Bitton, Men's Slim Ash Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
12223986,Polo Ralph Lauren, Men's Varick Slim Straight Jeans,$98.50,2022-04-16 18:13:16
1559196,Silver Jeans Co., Men's Zac Relaxed Fit Straight Jeans,$98.00,2022-04-16 18:13:16
12030041,Buffalo David Bitton, Men's Skinny Max Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
12415918,Levi's, Men's 541 Athletic Taper Eco Ease Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
10903944,INC International Concepts," Men's Baldwin Tapered Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
12562752,Polo Ralph Lauren, Paint-Splatter Classic Fit Stretch Jean,$188.00,2022-04-16 18:13:16
12675439,True Religion, Men's Ricky Straight Fit Jeans,$159.00,2022-04-16 18:13:16
10676399,INC International Concepts," Men's Seaton Boot Cut Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
11244863,Buffalo David Bitton, Men's Skinny Max Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
12890070,Buffalo David Bitton, Men's Slim Ash Denim Jeans,$99.00,2022-04-16 18:13:16
12949432,Lazer, Men's Loose-Fit Rigid Jeans,"$54.00
		                                                                                    



Now $32.40",2022-04-16 18:13:16
13562429,Buffalo David Bitton, Men's Slim Ash Crinkled Denim Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
13534912,Silver Jeans Co., Men's Machray Classic Fit Straight Leg Jeans,$88.00,2022-04-16 18:13:16
13407443,Calvin Klein, Men's Slim-Straight Fit Stretch Jeans,"$79.50
		                                                                                    



Sale $63.60",2022-04-16 18:13:16
12592659,GUESS, Men's Regular Straight Jeans,$98.00,2022-04-16 18:13:16
13329905,INC International Concepts," Men's Slim-Fit Medium Wash Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
6978731,Tommy Hilfiger, Men's Big & Tall Straight Fit Stretch Jeans,$79.50,2022-04-16 18:13:16
13367656,INC International Concepts," Men's Skinny-Fit White Jeans, Created for Macy's ","$79.50
		                                                                                    



Sale $59.62",2022-04-16 18:13:16
11664825,Levi's, Men's 505 Regular Eco Ease Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
12161946,Lazer, Men's Slim-Fit Stretch Jean,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
4945487,Silver Jeans Co., Men's Zac Relaxed Fit Straight Stretch Jeans,$99.00,2022-04-16 18:13:16
406160,Levi's, Men's 510™ Skinny Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13570514,Buffalo David Bitton, Men's Relaxed Straight Driven Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
10676405,INC International Concepts," Men's Slim Straight Core Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
9437906,Levi's, Levi’s® Flex Men's 505 Regular Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
5770230,Silver Jeans Co., Men's Craig Easy Fit Bootcut Stretch Jeans,$89.00,2022-04-16 18:13:16
13925888,Reason, Men's Vintage-Like Beach Denim Jeans,$59.00,2022-04-16 18:13:16
11380185,Lazer, Men's Slim-Fit Stretch Jeans,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
12030052,Buffalo David Bitton, Men's Straight Six Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
6722787,Tommy Jeans, Men's Straight-Fit Stretch Jeans,$69.50,2022-04-16 18:13:16
12626284,Buffalo David Bitton, Men's Relaxed Tapered Ben Authentic Jeans,"$99.00
		                                                                                    



Now $59.40",2022-04-16 18:13:16
12441303,And Now This, Men's Slim-Fit Stretch Jeans,$49.50,2022-04-16 18:13:16
6978616,Tommy Hilfiger," Men's Big & Tall Relaxed Fit Stretch Jeans, Created for Macy's",$79.50,2022-04-16 18:13:16
13402223,Lazer, Men's 5 Pocket Knit Skinny Denim Jean,"$54.00
		                                                                                    



Now $32.40",2022-04-16 18:13:16
13463518,Joe's Jeans, Men's The Asher Jeans,$178.00,2022-04-16 18:13:16
12626285,Buffalo David Bitton, Men's Slim Ash Perfect Five-Pocket Jeans,"$99.00
		                                                                                    



Now $59.40",2022-04-16 18:13:16
5015132,Buffalo David Bitton, Men's Slim Ash Tapered Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
9371153,Levi's, Men's 502™ All Season Tech Jeans,"$69.50
		                                                                                    


Sale $41.70 
- 59.99",2022-04-16 18:13:16
12693611,A|X Armani Exchange, Men's Slim-Fit Denim Jeans,$100.00,2022-04-16 18:13:16
4842295,GUESS, Men's Slim-Tapered Fit Stretch White Jeans  ,$89.00,2022-04-16 18:13:16
12913764,Sun + Stone," Men's Edgar Slim Fit Jeans, Created for Macy's","$60.00
		                                                                                    



Now $30.00",2022-04-16 18:13:16
12415052,Michael Kors, Men's Light Wash Parker Jeans,$98.00,2022-04-16 18:13:16
12030047,Buffalo David Bitton, Men's Slim Ash Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
4701159,Levi's, Men's 502™ Taper Soft Twill Jeans ,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
12030054,Buffalo David Bitton, Men's Straight Six Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
13427083,Sun + Stone," Men's Riley Joggers, Created for Macy's ","$60.00
		                                                                                    



Sale $48.00",2022-04-16 18:13:16
10676398,INC International Concepts," Men's Rockford Boot Cut Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
13570523,Buffalo David Bitton, Men's Sanded Relaxed Straight Driven Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
11910480,GUESS, Men's Slim Tapered Jeans,$98.00,2022-04-16 18:13:16
12030046,Buffalo David Bitton, Men's Relaxed Tapered Ben Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
14176209,RON TOMSON, Men's Modern Alien Denim Jeans,$180.00,2022-04-16 18:13:16
5996799,GUESS, Men's Slim Tapered Fit Stretch Jeans,$128.00,2022-04-16 18:13:16
13640533,Hugo Boss, BOSS Men's Slim-Fit Jeans,$98.00,2022-04-16 18:13:16
4901753,Lucky Brand, Men's Slim-Fit 121 Heritage Jeans,$99.00,2022-04-16 18:13:16
13408685,INC International Concepts," Men's Slim Straight Destroyed Washed Jeans, Created for Macy's",$79.50,2022-04-16 18:13:16
13891510,Silver Jeans Co., Men's Zac Relaxed Fit Straight Leg Jeans,$78.00,2022-04-16 18:13:16
6545481,Calvin Klein, Men's Straight-Fit Stretch Jeans,"$79.50
		                                                                                    



Sale $63.60",2022-04-16 18:13:16
2834394,Levi's, Men's 502™ Taper Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
11319506,Levi's, Men's 511™ Slim All Season Tech Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
9909916,GUESS, Men’s Slim Tapered Fit Destroyed Jeans,$108.00,2022-04-16 18:13:16
12539220,Silver Jeans Co., Men's Zac Relaxed Fit Straight Leg Jeans,"$94.00
		                                                                                    



Now $56.40",2022-04-16 18:13:16
13559876,True Religion, Men's Ricky Flap Big T with Destroy Straight Fit Jeans,$219.00,2022-04-16 18:13:16
966704,Lucky Brand, Men's 367 Vintage-Inspired Boot Cut Jeans,$89.50,2022-04-16 18:13:16
12190793,Levi's, Men's 505™ Regular Fit Straight Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13925872,Reason, Men's Stitchworks Denim Jeans,$80.00,2022-04-16 18:13:16
10514017,Levi's, Men's XX Tapered Chino Pants,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
11664825,Levi's, Men's 505 Regular Eco Ease Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
1654744,Polo Ralph Lauren, Men's Hampton Relaxed Straight Jeans,$98.50,2022-04-16 18:13:16
11911677,Joe's Jeans, Men's The Brixton Slim-Straight Jeans,$178.00,2022-04-16 18:13:16
13534906,Silver Jeans Co., Men's Zac Relaxed Fit Straight Leg Jeans,$92.00,2022-04-16 18:13:16
11302266,Lazer, Men's Straight-Fit Jeans,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
12089751,Lazer, Men's Straight-Fit Stretch Jean,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
10903942,INC International Concepts," Men's Slim Straight Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
6587865,G-Star Raw, Men's 5620 3D Elwood Skinny Jeans,$190.00,2022-04-16 18:13:16
13891042,Calvin Klein, Men's Slim-Straight-Fit Organic Jeans,"$79.50
		                                                                                    



Now $10.96",2022-04-16 18:13:16
13065846,Lucky Brand, Men's 412 Athletic Slim Advanced Stretch Jeans,$99.00,2022-04-16 18:13:16
13561903,True Religion, Men's Ricky Straight Fit Jeans,$159.00,2022-04-16 18:13:16
10517155,Buffalo David Bitton, Men's Six-X Straight-Fit Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
11302261,Lazer, Men's Slim-Fit Stretch Jeans,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
4686530,Silver Jeans Co., Men's Gordie Loose Fit Straight Stretch Jeans,$98.00,2022-04-16 18:13:16
13354433,Sun + Stone," Men's Victor Straight Fit Ripped Jeans, Created for Macy's","$60.00
		                                                                                    



Sale $48.00",2022-04-16 18:13:16
11642216,Wrangler, Men's Cowboy Cut Original Fit Straight Fit Jeans,$45.00,2022-04-16 18:13:16
2990226,G-Star Raw, Men's Revend Super Slim-Fit  Stretch Jeans,$130.00,2022-04-16 18:13:16
7768732,Lucky Brand, Men's 363 Vintage Like Straight Stretch Jean,$99.00,2022-04-16 18:13:16
297826,Levi's, Men's 527™ Slim Bootcut Fit Jeans,"$69.50
		                                                                                    


Sale $41.70 
- 59.99",2022-04-16 18:13:16
13436411,INC International Concepts," Men's Slim-Straight Fit Destroyed Jeans, Created for Macy's ","$79.50
		                                                                                    



Sale $59.62",2022-04-16 18:13:16
11531325,Lazer, Men's Slim-Fit Stretch Jeans,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
12030055,Buffalo David Bitton, Men's Slim Ash Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
11006806,Lazer, Men's Slim-Fit Stretch Jeans,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
13564985,G-Star Raw, Men's 3301 Slim Jeans,$130.00,2022-04-16 18:13:16
3029180,Silver Jeans Co., Men's Eddie Relaxed Fit Tapered Jeans ,$104.00,2022-04-16 18:13:16
202367,Levi's, Men's Big & Tall 550 Relaxed Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
1539098,GUESS, Men's Jailbreak-Wash Skinny Fit Stretch Jeans,$89.00,2022-04-16 18:13:16
11958892,Wrangler, Men's Weather Anything Regular Tapered Fit Jean,$54.00,2022-04-16 18:13:16
13093715,INC International Concepts," Men's Skinny-Fit Coated Jeans, Created for Macy's ","$79.50
		                                                                                    



Sale $59.62",2022-04-16 18:13:16
11286487,Lazer, Men's Straight-Fit Jeans,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
13640488,Hugo Boss, BOSS Men's Regular-Fit Jeans,$178.00,2022-04-16 18:13:16
2219302,Levi's, Men's Big & Tall 541 Athletic Fit Jeans,"$79.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
12483438,Sun + Stone," Men's Landis Straight-Fit Jeans, Created for Macy's ","$50.00
		                                                                                    



Sale $40.00",2022-04-16 18:13:16
13640489,Hugo Boss, BOSS Men's Slim-Fit Jeans,$178.00,2022-04-16 18:13:16
13565047,G-Star Raw, Men's Revend FWD Jeans,$180.00,2022-04-16 18:13:16
11559231,Polo Ralph Lauren, Men's Sullivan Slim Stretch Jeans,$98.50,2022-04-16 18:13:16
12483437,Sun + Stone," Men's Jeff Straight-Fit Jeans, Created for Macy's ","$50.00
		                                                                                    



Sale $40.00",2022-04-16 18:13:16
9596038,GUESS, Men's Distressed Slim-Fit Tapered Jeans ,$108.00,2022-04-16 18:13:16
12890069,Buffalo David Bitton, Men's Slim Ash Five-Pocket Denim Jeans,"$99.00
		                                                                                    



Now $59.40",2022-04-16 18:13:16
11006884,Lazer, Men's Straight-Fit Stretch Jean,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
9365982,Levi's, Men's 501 Collection,"$69.50
		                                                                                    



Your Choice $59.99",2022-04-16 18:13:16
12286754,Silver Jeans Co., Men's Authentic The Athletic Jeans,$59.00,2022-04-16 18:13:16
11559216,Polo Ralph Lauren, Men's Sullivan Slim Stretch Jeans,$98.50,2022-04-16 18:13:16
13338167,Sun + Stone, Men's Judas Loose-Fit Patchwork Jeans,"$60.00
		                                                                                    



Sale $48.00",2022-04-16 18:13:16
6868029,Lucky Brand, Lucky Men's Brand 410 Athletic Fit Slim Leg COOLMAX® Temperature-Regulating Jean,$129.00,2022-04-16 18:13:16
4945463,Silver Jeans Co., Men's Allan Classic Fit Slim Stretch Jeans,$89.00,2022-04-16 18:13:16
12894882,Levi's, Men's 559™ Relaxed Straight Fit Eco Ease Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13936211,GUESS, Men's Slim Tapered Eco Jeans,"$108.00
		                                                                                    



Sale $91.80",2022-04-16 18:13:16
13561957,Wrangler, Men's Weather Anything Legacy Straight  Fit Jeans,$54.00,2022-04-16 18:13:16
12441300,And Now This, Men's Slim-Fit Stretch Jeans,$49.50,2022-04-16 18:13:16
7057122,Lucky Brand, Men's 410 Athletic Fit Slim Leg COOLMAX® Temperature-Regulating Jeans,$99.00,2022-04-16 18:13:16
13707007,Tommy Hilfiger, Men's TH FLEX Relaxed Tapered Fit Jeans,$79.50,2022-04-16 18:13:16
10676406,INC International Concepts," Men's Tapered Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
12917371,G-Star Raw, Men's 3301 Slim Jeans,$140.00,2022-04-16 18:13:16
13640443,Hugo Boss, BOSS Men's Regular-Fit Jeans,$178.00,2022-04-16 18:13:16
10923288,Levi's, Levi’s® Flex Men's 541™ Athletic Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13638716,G-Star Raw, Men's 3301 Slim Fit Jeans,$160.00,2022-04-16 18:13:16
13130597,GUESS, Men's Skinny Fit Coated Jeans,"$128.00
		                                                                                    



Now $76.80",2022-04-16 18:13:16
12060413,Buffalo David Bitton, Men's Slim Ash Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
12441301,And Now This, Men's Skinny-Fit Stretch Jeans,$49.50,2022-04-16 18:13:16
9561038,Polo Ralph Lauren, Men's Sullivan Slim Graphic Jeans,$125.00,2022-04-16 18:13:16
10467966,Levi's, Men's 502™ Taper  Jeans ,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13534911,Silver Jeans Co., Men's Kenaston Slim Fit Slim Leg Jeans,$88.00,2022-04-16 18:13:16
6044586,Levi's, 541™ Athletic Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13534908,Silver Jeans Co., Men's Machray Classic Fit Straight Leg Jeans,$88.00,2022-04-16 18:13:16
12030045,Buffalo David Bitton, Men's Skinny Max Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
10492515,Polo Ralph Lauren, Men's Varick Slim Straight Jeans,$98.50,2022-04-16 18:13:16
12089752,Lazer, Men's Straight-Fit Stretch Jean,"$54.00
		                                                                                    



Now $32.40",2022-04-16 18:13:16
12810392,Levi's, Men's 531 Athletic Slim Fit Eco Performance Jeans,"$69.50
		                                                                                    


Sale $41.70 
- 59.99",2022-04-16 18:13:16
10562190,Lucky Brand, Men's 110 Slim Coolmax Jeans,$99.00,2022-04-16 18:13:16
13891509,Silver Jeans Co., Men's Allan Classic Fit Straight Leg Jeans,$88.00,2022-04-16 18:13:16
12693612,A|X Armani Exchange, Men's Denim Skinny Jeans,$100.00,2022-04-16 18:13:16
12539418,Silver Jeans Co., Men's Allan Classic Fit Straight Leg Jeans,"$78.00
		                                                                                    



Now $46.80",2022-04-16 18:13:16
696847,Levi's, Men's 501® Original Shrink-to-Fit™ Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13561960,Wrangler, Men's Weather Anything Legacy Straight  Fit Jeans,$54.00,2022-04-16 18:13:16
13827022,Tommy Jeans, Men's Big & Tall Straight-Fit Stretch Jeans,$79.50,2022-04-16 18:13:16
13140688,INC International Concepts," Men's Cal Slim Straight Fit Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
13572771,Levi's, Men's Stay Loose Boxer Taper Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
11911681,Joe's Jeans, Men's The Brixton Slim-Straight Jeans,$168.00,2022-04-16 18:13:16
10942683,Levi's, Levi’s® Flex Men's 510™ Skinny Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13136812,INC International Concepts," Men's Skinny-Fit Cargo Jeans, Created for Macy's","$79.50
		                                                                                    



Sale $59.62",2022-04-16 18:13:16
10466014,Sun + Stone, Men's Slim-Fit Distressed Jeans,"$60.00
		                                                                                    



Sale $48.00",2022-04-16 18:13:16
11302272,Lazer, Men's Straight-Fit Jeans,"$39.50
		                                                                                    



Sale $34.99",2022-04-16 18:13:16
4760163,Nautica, Men's Stretch Slim-Fit Jeans,$44.98,2022-04-16 18:13:16
11319506,Levi's, Men's 511™ Slim All Season Tech Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
12592658,GUESS, Men's Slim Straight Jeans,$89.00,2022-04-16 18:13:16
11642212,Wrangler, Men's Cowboy Cut Original Straight Fit Jeans,$50.00,2022-04-16 18:13:16
12030049,Buffalo David Bitton, Men's Slim Ash Jeans,"$99.00
		                                                                                    



Sale $69.30",2022-04-16 18:13:16
13432240,Sun + Stone," Men's Relaxed Fit Jeans, Created for Macy's","$60.00
		                                                                                    



Sale $48.00",2022-04-16 18:13:16
13329906,INC International Concepts," Men's Slim-Fit Medium Wash Jeans, Created for Macy's","$69.50
		                                                                                    



Sale $52.12",2022-04-16 18:13:16
12179279,Lucky Brand, Men's 410 Athletic Slim Stretch Jean,$99.00,2022-04-16 18:13:16
10517624,Levi's, Flex Men's 531 Athletic Slim-Fit Jeans,"$69.50
		                                                                                    



Sale $59.99",2022-04-16 18:13:16
13367659,INC International Concepts," Men's Slim Straight-Fit Medium Wash Destroyed Jeans, Created for Macy's","$79.50
		                                                                                    



Sale $59.62",2022-04-16 18:13:16
